Cell hash_umis pval qval top_to_second_best_ratio top_oligo top_hash_umi
C03_B03_RT_5 240 8.63647102641689e-257 9.50011812905858e-256 Inf F7 238
C03_B03_RT_53 94 5.78249583646587e-139 4.6259966691727e-138 Inf A8 92
C03_B03_RT_57 112 1.42169646141912e-139 1.27952681527721e-138 Inf B8 108
C03_B03_RT_6 42 1.16604285228695e-36 3.49812855686086e-36 Inf B8 36
C03_B03_RT_60 21 1 1 20 F8 20
C03_B03_RT_61 465 8.24789104803234e-271 9.89746925763881e-270 Inf D7 464
C03_B03_RT_66 83 6.01372650120971e-102 3.60823590072583e-101 Inf B8 80
C03_B03_RT_78 45 1.23120698151822e-285 1.60056907597369e-284 Inf C8 43
C03_B03_RT_83 85 0 0 78.5 C8 81
C03_B03_RT_84 526 0 0 Inf E7 479
C03_C03_RT_1 418 0 0 Inf D7 411
C03_C03_RT_11 218 0 0 Inf C7 212
C03_C03_RT_17 120 7.22146109394392e-73 7.22146109394392e-73 Inf B7 115
C03_C03_RT_19 434 4.89513506980833e-285 3.91610805584667e-284 Inf F7 432
C03_C03_RT_2 65 6.55472818819887e-206 2.62189127527955e-205 Inf C8 60
C03_C03_RT_20 219 5.50463958129141e-163 1.65139187438742e-162 1.20558546433378 C8 92
C03_C03_RT_36 742 0 0 7.50536523784931 A7 526
C03_C03_RT_4 390 0 0 1.20038655346172 D8 210
C03_C03_RT_43 327 1.10685264116439e-213 5.53426320582195e-213 Inf F7 326
C03_C03_RT_47 313 1.81495129605301e-266 1.08897077763181e-265 Inf D7 308
C03_C03_RT_52 202 0 0 Inf C7 201
C03_C03_RT_65 330 6.70660078477884e-291 6.03594070630096e-290 Inf D7 329
C03_C03_RT_68 77 9.57648395177214e-268 6.7035387662405e-267 Inf E8 74
C03_C03_RT_69 445 0 0 Inf D7 442
C03_C03_RT_73 48 0 0 Inf B8 47
C03_C03_RT_91 42 2.33400530988727e-118 4.66801061977454e-118 43.6197183098592 E8 37
C03_C03_RT_93 56 0 0 Inf A8 52
C04_B02_RT_0 46 1.32833030027347e-79 7.96998180164081e-79 Inf B8 42
C04_B02_RT_18 25 2.69800609323468e-41 5.39601218646937e-41 17.8275862068966 C8 21
C04_B02_RT_20 382 8.9564300545827e-260 1.34346450818741e-258 Inf F7 381
C04_B02_RT_21 48 0.941336737239515 0.941336737239515 Inf B7 44
C04_B02_RT_23 636 0 0 1.27657905060808 C7 296
C04_B02_RT_29 76 5.84182473367709e-103 5.25764226030938e-102 1046.8 D8 74
C04_B02_RT_33 38 1.50171156837156e-53 6.00684627348623e-53 Inf B8 32
C04_B02_RT_34 38 1.19740860737187e-84 8.38186025160309e-84 Inf C8 36
C04_B02_RT_35 331 1.23012342910008e-94 9.84098743280061e-94 2.04705650718645 F7 206
C04_B02_RT_57 106 0 0 Inf A7 103
C04_B02_RT_61 12 1.45034044827733e-166 1.88544258276053e-165 Inf A8 11
C04_B02_RT_62 25 2.42755000684773e-46 7.28265002054318e-46 Inf B8 24
C04_B02_RT_64 252 0 0 216.777777777778 E7 251
C04_B02_RT_7 38 1.17194800515747e-70 5.85974002578734e-70 Inf B8 36
C04_B02_RT_73 177 1.48581134959807e-158 1.63439248455788e-157 Inf D7 176
C04_B02_RT_77 100 2.6265192029483e-127 2.6265192029483e-126 Inf E7 99
C04_B02_RT_78 296 7.10421478401279e-237 9.9459006976179e-236 4.66551615939755 F7 253
C04_B02_RT_85 116 1.67825603402005e-165 2.01390724082406e-164 99.679012345679 D8 114
C04_B03_RT_11 458 6.69486888846811e-162 4.01692133308087e-161 1.12598225602028 C8 187
C04_B03_RT_12 25 3.1058265091624e-116 6.2116530183248e-116 Inf B8 25
C04_B03_RT_13 702 0 0 Inf D7 700
C04_B03_RT_20 158 2.48808926419696e-299 2.48808926419696e-298 Inf A7 156
C04_B03_RT_26 172 0 0 Inf D8 159
C04_B03_RT_3 19 4.32085486933892e-59 4.32085486933892e-59 Inf B8 16
C04_B03_RT_30 310 0 0 Inf D7 305
C04_B03_RT_32 43 4.26635184334823e-286 3.83971665901341e-285 Inf A8 41
C04_B03_RT_42 91 1.58077188700906e-302 1.73884907570997e-301 Inf D8 88
C04_B03_RT_44 85 2.77205547773279e-188 1.94043883441295e-187 1.14765957446809 B8 41
C04_B03_RT_5 73 1.30203148164716e-129 5.20812592658863e-129 Inf A7 71
C04_B03_RT_57 218 0 0 Inf C7 215
C04_B03_RT_58 34 3.83836866424426e-233 3.0706949313954e-232 Inf A8 33
C04_B03_RT_68 197 0 0 Inf A7 194
C04_B03_RT_73 104 4.03083892461425e-128 1.20925167738428e-127 Inf C8 103
C04_B03_RT_76 506 0 0 Inf B7 503
C04_B03_RT_8 425 0 0 Inf C7 423
C04_B03_RT_89 37 4.69607313578052e-146 2.34803656789026e-145 Inf B8 34
C04_C03_RT_10 3 5.4955948873204e-50 3.29735693239224e-49 1.01248959200666 F8 1
C04_C03_RT_11 122 8.77941895440583e-17 3.51176758176233e-16 Inf D7 120
C04_C03_RT_12 52 0 0 134.882352941176 A8 49
C04_C03_RT_14 117 4.12834014726384e-15 1.23850204417915e-14 96.8367346938776 D7 113
C04_C03_RT_19 68 1.08849977217315e-08 2.17699954434631e-08 41.0975056689342 D7 66
C04_C03_RT_30 2 6.98757743101117e-256 4.89130420170782e-255 Inf F8 2
C04_C03_RT_43 146 0 0 2.226688867745 A7 93
C04_C03_RT_50 75 0 0 120.004304160689 A7 69
C04_C03_RT_51 1589 0 0 1268.89116202946 C7 1304
C04_C03_RT_53 163 0 0 Inf A7 161
C04_C03_RT_6 23 0.644240852494895 0.644240852494895 Inf B8 14
C04_C03_RT_60 1 5.04975751247346e-32 2.52487875623673e-31 Inf E7 1
C04_C03_RT_84 50 0 0 Inf E7 50
C04_C03_RT_91 38 0 0 29.1664315937941 C8 34
C05_B02_RT_10 82 1.04173523036241e-213 8.33388184289931e-213 2.57259073842303 C8 56
C05_B02_RT_13 535 0 0 Inf C7 533
C05_B02_RT_17 94 7.65159221376198e-260 6.88643299238578e-259 Inf C8 84
C05_B02_RT_29 32 2.81638632421809e-43 2.81638632421809e-43 Inf A8 25
C05_B02_RT_3 154 0 0 Inf A7 152
C05_B02_RT_30 765 0 0 66.6666666666667 C7 721
C05_B02_RT_35 59 7.91611291341226e-112 2.37483387402368e-111 181.238095238095 A8 52
C05_B02_RT_5 62 1.12199148487752e-129 6.73194890926515e-129 Inf A8 57
C05_B02_RT_59 34 2.1021794974404e-68 4.2043589948808e-68 Inf C8 27
C05_B02_RT_77 49 0 0 Inf B8 46
C05_B02_RT_85 1015 2.97953158766082e-271 2.97953158766082e-270 Inf D7 981
C05_B02_RT_88 423 4.72237231338133e-120 1.88894892535253e-119 Inf D7 421
C05_B02_RT_92 46 2.3585142974212e-129 1.1792571487106e-128 Inf C8 42
C05_B02_RT_95 20 1.29676067426341e-209 9.07732471984384e-209 21 B8 16
C05_B03_RT_0 216 0 0 8.01988636363636 D7 183
C05_B03_RT_11 98 2.8022568720201e-115 8.4067706160603e-115 3.94444444444444 C8 71
C05_B03_RT_12 281 0 0 805.327464788732 D7 274
C05_B03_RT_19 208 0 0 388.765765765766 C7 206
C05_B03_RT_21 2 4.93434167892928e-06 4.93434167892928e-06 1.04871794871795 D8 1
C05_B03_RT_25 131 0 0 1788.33333333333 D8 129
C05_B03_RT_35 12 1.0095918346378e-250 4.03836733855121e-250 2.08148148148148 F8 4
C05_B03_RT_42 10 7.73099424399927e-296 3.86549712199964e-295 Inf B8 10
C05_B03_RT_43 199 0 0 Inf D8 199
C05_B03_RT_46 373 0 0 Inf D7 369
C05_B03_RT_48 304 0 0 3.94942247802263 F7 239
C05_B03_RT_5 28 0 0 4.21465968586387 B7 21
C05_B03_RT_52 21 0 0 28.8913043478261 B8 19
C05_B03_RT_69 224 0 0 Inf D8 223
C05_B03_RT_75 20 1.54249887375151e-90 3.08499774750302e-90 24.6230031948882 E8 19
C05_B03_RT_83 10 0 0 3.26417525773196 F8 6
C05_B03_RT_84 83 0 0 189.14367816092 B7 78
C05_B03_RT_91 179 0 0 Inf C7 176
C05_B03_RT_92 358 0 0 Inf C7 355
C05_C03_RT_0 148 0 0 196.12962962963 F7 136
C05_C03_RT_18 52 0 0 127.27868852459 C8 48
C05_C03_RT_20 70 0 0 426.8 A7 67
C05_C03_RT_28 55 0 0 Inf C8 51
C05_C03_RT_36 60 0 0 112.8 A8 52
C05_C03_RT_39 167 0 0 Inf B8 163
C05_C03_RT_4 316 0 0 Inf D7 311
C05_C03_RT_47 76 0 0 87.1496062992126 A8 68
C05_C03_RT_61 130 0 0 3.16614090431125 B7 94
C05_C03_RT_65 213 2.79155160059471e-272 8.37465480178414e-272 Inf D7 212
C05_C03_RT_7 377 0 0 Inf F7 375
C05_C03_RT_72 41 1.75581571016359e-276 7.02326284065435e-276 290.720930232558 B8 39
C05_C03_RT_78 173 7.89337663547692e-15 7.89337663547692e-15 Inf D8 170
C05_C03_RT_80 4 1.1324453457812e-64 2.26489069156241e-64 2.50381679389313 F8 2
C05_C03_RT_91 1392 0 0 10.896338028169 D7 1249
C06_B02_RT_51 562 0 0 2.65641418150206 D7 424
C06_B02_RT_84 36 0 0 95.841726618705 A8 32
C06_B03_RT_1 171 0 0 Inf A7 167
C06_B03_RT_10 227 0 0 3.87694182150472 D8 169
C06_B03_RT_12 32 1.23904255759267e-112 4.95617023037069e-112 Inf A8 31
C06_B03_RT_14 41 0 0 Inf B8 41
C06_B03_RT_17 187 1.08987381432184e-155 5.44936907160918e-155 Inf E7 184
C06_B03_RT_2 160 0 0 Inf B7 156
C06_B03_RT_20 564 8.31511484341089e-209 6.65209187472871e-208 1.13336367774238 E7 300
C06_B03_RT_27 218 0 0 Inf B7 213
C06_B03_RT_28 17 4.36864961189222e-275 4.80551457308144e-274 Inf E8 17
C06_B03_RT_42 293 0 0 Inf A7 290
C06_B03_RT_44 239 2.84004462443738e-209 2.55604016199364e-208 Inf E7 239
C06_B03_RT_46 175 0 0 Inf C7 171
C06_B03_RT_51 110 5.84910810871557e-224 5.84910810871557e-223 Inf A7 108
C06_B03_RT_69 202 2.07385686652807e-200 1.45169980656965e-199 Inf D7 198
C06_B03_RT_7 55 0.00343281900110439 0.00686563800220878 176.347826086956 C8 52
C06_B03_RT_75 31 3.60233848443949e-93 1.08070154533185e-92 Inf A8 28
C06_B03_RT_77 449 0 0 Inf C7 446
C06_B03_RT_8 97 1.42404751427536e-195 8.54428508565217e-195 Inf A7 95
C06_B03_RT_81 470 0 0 Inf D7 457
C06_B03_RT_84 362 2.92828118420257e-316 3.51393742104308e-315 Inf E7 360
C06_B03_RT_93 50 0.0904796868408095 0.0904796868408095 Inf C8 47
C06_C03_RT_11 738 3.30784795313009e-200 2.31549356719106e-199 1.33297619446212 C7 424
C06_C03_RT_12 52 5.58866035549631e-300 5.58866035549631e-299 Inf E8 48
C06_C03_RT_21 281 2.60749964423248e-270 2.34674967980923e-269 Inf F7 277
C06_C03_RT_30 121 0 0 Inf A7 116
C06_C03_RT_31 156 0 0 Inf B7 154
C06_C03_RT_36 210 6.833029157871e-122 1.3666058315742e-121 Inf C7 207
C06_C03_RT_38 318 3.0771449164753e-194 1.53857245823765e-193 Inf C7 317
C06_C03_RT_43 348 0 0 Inf D7 342
C06_C03_RT_58 354 9.98284235244989e-141 2.99485270573497e-140 3.35917253921346 C7 266
C06_C03_RT_59 260 4.84868883441289e-197 2.90921330064773e-196 20.5546558704454 D7 226
C06_C03_RT_66 56 2.56634020088675e-144 1.0265360803547e-143 Inf A8 53
C06_C03_RT_69 404 0 0 Inf E7 402
C06_C03_RT_73 128 0 0 19.4655913978495 D8 113
C06_C03_RT_78 257 3.00795821926872e-243 2.40636657541498e-242 Inf F7 252
C06_C03_RT_85 661 0 0 1.70414201183432 F7 439
C06_C03_RT_86 3 0.0026373211516137 0.0026373211516137 1.64285714285714 F8 1
C07_B02_RT_11 299 0 0 Inf D7 296
C07_B02_RT_18 113 0 0 Inf D8 111
C07_B02_RT_30 274 0 0 Inf B7 267
C07_B02_RT_33 59 0 0 130.234899328859 B8 55
C07_B02_RT_4 114 0 0 Inf B7 111
C07_B02_RT_42 173 0 0 4.85650247320692 A7 135
C07_B02_RT_47 29 0 0 Inf A8 26
C07_B02_RT_50 148 0 0 1.90791518812868 C8 94
C07_B02_RT_65 94 0 0 Inf A8 92
C07_B02_RT_76 489 5.70291915540719e-09 1.14058383108144e-08 Inf F7 485
C07_B02_RT_77 133 0.0650349041060075 0.0650349041060075 Inf F7 133
C07_B02_RT_80 33 0 0 43.7986577181208 A8 28
C07_B02_RT_82 480 0 0 Inf C7 480
C07_B02_RT_85 44 0 0 Inf B8 43
C07_B03_RT_12 528 0 0 Inf C7 528
C07_B03_RT_21 716 1.68068395428589e-296 1.34454716342871e-295 Inf D7 712
C07_B03_RT_25 495 3.50579554224351e-201 2.10347732534611e-200 Inf D7 491
C07_B03_RT_27 291 0 0 Inf D8 285
C07_B03_RT_29 45 4.80276470803045e-225 3.36193529562131e-224 Inf A8 40
C07_B03_RT_33 77 0 0 Inf A8 72
C07_B03_RT_36 330 1.34387049981178e-126 4.03161149943533e-126 Inf D7 323
C07_B03_RT_40 28 9.19419047951107e-164 4.59709523975554e-163 Inf B8 27
C07_B03_RT_46 195 0 0 Inf B7 192
C07_B03_RT_48 66 0 0 Inf B8 65
C07_B03_RT_58 345 0 0 Inf A7 344
C07_B03_RT_6 1192 0 0 1.35871587418336 F7 612
C07_B03_RT_70 86 3.57530764493079e-160 1.43012305797232e-159 Inf A7 84
C07_B03_RT_78 109 3.78462852971245e-97 7.56925705942490e-97 Inf E7 106
C07_B03_RT_87 37 0 0 Inf C8 37
C07_B03_RT_89 142 3.72773545141637e-55 3.72773545141637e-55 Inf D7 142
C07_C03_RT_1 5 0.00014412059422014 0.00014412059422014 1.02578268876611 D7 3
C07_C03_RT_10 284 0 0 Inf F7 282
C07_C03_RT_18 23 1.53215563858934e-142 1.22572451087147e-141 34.2621951219512 A8 20
C07_C03_RT_29 45 2.77537016946914e-215 3.05290718641606e-214 Inf C8 41
C07_C03_RT_3 23 2.50171522110699e-174 2.25154369899629e-173 Inf A8 22
C07_C03_RT_35 62 0 0 Inf B7 61
C07_C03_RT_36 29 0 0 83.3372093023256 E8 25
C07_C03_RT_4 74 0 0 Inf E7 73
C07_C03_RT_43 146 1.12613356002841e-96 7.88293492019887e-96 Inf D7 140
C07_C03_RT_50 712 0 0 Inf D7 693
C07_C03_RT_51 3 1.39534802577725e-07 4.18604407733174e-07 5.40776699029126 F8 2
C07_C03_RT_53 49 1.88628328116996e-245 2.26353993740396e-244 55.7015706806283 B8 38
C07_C03_RT_57 37 2.14453732215749e-214 2.14453732215749e-213 Inf C8 37
C07_C03_RT_60 25 3.21587852483888e-80 1.92952711490333e-79 3.2755905511811 B8 15
C07_C03_RT_70 127 0 0 1006.74285714286 D8 125
C07_C03_RT_75 122 2.00671018011774e-13 8.02684072047094e-13 Inf A7 116
C07_C03_RT_80 100 9.32612505900781e-72 4.6630625295039e-71 Inf D7 100
C07_C03_RT_86 55 4.9637954140231e-05 9.9275908280462e-05 33.4093264248705 A7 52
C07_C03_RT_93 44 2.04327936934339e-306 2.65626318014641e-305 Inf B8 40
C08_B02_RT_11 160 2.35678097380335e-255 1.17839048690168e-254 Inf B7 152
C08_B02_RT_12 21 2.74647366804765e-14 2.74647366804765e-14 14.6842105263158 A8 18
C08_B02_RT_17 41 7.94584645250196e-87 2.38375393575059e-86 Inf C8 39
C08_B02_RT_20 321 2.97407340394032e-298 2.08185138275822e-297 369.839999999999 D7 294
C08_B02_RT_25 276 2.9803009707058e-303 2.38424077656464e-302 Inf D7 273
C08_B02_RT_27 271 8.00766776810117e-319 7.20690099129105e-318 Inf C7 264
C08_B02_RT_41 250 1.95282957960084e-281 1.17169774776051e-280 Inf D7 250
C08_B02_RT_43 63 1.14309946243808e-106 4.5723978497523e-106 5.62828947368421 C8 50
C08_B02_RT_84 41 2.85157094821443e-32 5.70314189642886e-32 Inf A8 37
C08_B02_RT_86 157 0 0 Inf A7 155
C08_B03_RT_20 83 0 0 Inf E8 77
C08_B03_RT_21 693 0 0 Inf D7 691
C08_B03_RT_27 240 0 0 Inf A7 239
C08_B03_RT_38 204 0 0 Inf B7 199
C08_B03_RT_4 361 4.08265536755932e-260 1.63306214702373e-259 Inf C7 360
C08_B03_RT_42 87 0.60567983150095 0.60567983150095 Inf C8 84
C08_B03_RT_44 40 0 0 71 A8 36
C08_B03_RT_5 912 0 0 701.8 C7 907
C08_B03_RT_51 760 0 0 Inf C7 662
C08_B03_RT_54 22 0.159332742625429 0.318665485250859 20.6896551724138 F8 15
C08_B03_RT_59 314 0 0 Inf B7 309
C08_B03_RT_68 680 0 0 Inf C7 673
C08_B03_RT_69 203 0 0 Inf B7 203
C08_B03_RT_78 109 0 0 Inf A7 107
C08_B03_RT_83 19 0.0406046584128143 0.121813975238443 18.3606557377049 F8 14
C08_B03_RT_92 638 0 0 Inf D7 635
C08_C03_RT_10 199 0 0 Inf D8 193
C08_C03_RT_11 74 3.20348363901107e-192 2.56278691120885e-191 Inf A8 62
C08_C03_RT_13 39 3.14041256531315e-63 3.14041256531315e-63 46.4901960784314 C8 34
C08_C03_RT_27 63 0 0 Inf F8 41
C08_C03_RT_28 271 2.06931999071642e-199 1.86238799164478e-198 Inf F7 269
C08_C03_RT_3 142 2.14812359994369e-68 4.29624719988738e-68 Inf D7 138
C08_C03_RT_33 508 0 0 Inf C7 501
C08_C03_RT_39 919 0 0 Inf F7 913
C08_C03_RT_51 867 0 0 Inf C7 855
C08_C03_RT_54 613 0 0 Inf D7 601
C08_C03_RT_61 80 2.10161426391532e-150 8.40645705566128e-150 101.609271523179 C8 73
C08_C03_RT_65 155 0 0 Inf E7 149
C08_C03_RT_68 40 5.99670494642317e-101 1.79901148392695e-100 17.121412803532 B8 36
C08_C03_RT_73 1125 0 0 Inf D7 1075
C08_C03_RT_77 220 1.06185441337403e-161 5.30927206687014e-161 Inf F7 219
C08_C03_RT_78 65 6.58137727125288e-169 3.94882636275173e-168 Inf B8 59
C08_C03_RT_80 56 4.41396294810155e-188 3.08977406367109e-187 Inf A8 53
C08_C03_RT_82 566 0 0 Inf F7 566
C08_C03_RT_92 291 0 0 Inf D8 285
C09_B02_RT_11 322 0 0 Inf C7 317
C09_B02_RT_13 30 6.13243657318562e-42 1.22648731463712e-41 31.2337662337662 C8 25
C09_B02_RT_14 162 0 0 Inf B7 159
C09_B02_RT_22 178 0 0 Inf D8 172
C09_B02_RT_29 611 0 0 3.77542419873572 E7 341
C09_B02_RT_3 933 0 0 Inf D7 930
C09_B02_RT_33 53 3.56815102851823e-60 1.07044530855547e-59 Inf E8 52
C09_B02_RT_4 80 4.511207015915e-243 4.0600863143235e-242 3.55759803921569 B8 58
C09_B02_RT_43 158 0 0 Inf B7 154
C09_B02_RT_48 33 2.98855842809987e-137 1.79313505685992e-136 Inf B8 33
C09_B02_RT_53 371 0 0 Inf F7 363
C09_B02_RT_55 180 7.4128555177396e-207 5.93028441419168e-206 Inf C7 178
C09_B02_RT_65 52 2.3350141354243e-114 9.3400565416972e-114 Inf C8 52
C09_B02_RT_72 35 6.66183984089638e-40 6.66183984089638e-40 Inf E8 35
C09_B02_RT_83 36 2.98194675890631e-116 1.49097337945315e-115 92.6857142857143 B8 32
C09_B02_RT_94 362 2.01765265984205e-173 1.41235686188944e-172 Inf D7 361
C09_B03_RT_13 56 0 0 1.48710601719198 C8 31
C09_B03_RT_26 191 0 0 9.30096618357488 C7 165
C09_B03_RT_4 207 0 0 1.01063829787234 E7 95
C09_B03_RT_5 67 0.115266852221185 0.115266852221185 15.3099415204678 B8 22
C09_B03_RT_53 27 0 0 21.7731092436975 C8 22
C09_B03_RT_58 8 3.56462206160654e-132 7.12924412321308e-132 5.9327731092437 A8 6
C09_C03_RT_1 68 0 0 Inf A8 58
C09_C03_RT_10 420 2.66848254666458e-158 1.06739301866583e-157 Inf D7 377
C09_C03_RT_12 293 0 0 Inf D8 285
C09_C03_RT_13 350 0 0 Inf F7 346
C09_C03_RT_14 120 0 0 Inf E7 116
C09_C03_RT_23 716 0 0 Inf D7 710
C09_C03_RT_38 666 2.95113328765958e-271 1.77067997259575e-270 20.1897241103559 D7 603
C09_C03_RT_39 47 7.96309833746655e-132 2.38892950123996e-131 Inf C8 43
C09_C03_RT_4 849 0 0 24.0599186483104 C7 767
C09_C03_RT_45 70 5.59476145491729e-91 1.11895229098346e-90 Inf E8 68
C09_C03_RT_50 83 3.05087123655989e-221 1.52543561827994e-220 Inf B8 76
C09_C03_RT_55 192 0 0 Inf D8 190
C09_C03_RT_57 1057 0 0 1.31091885363196 C7 584
C09_C03_RT_60 390 0 0 Inf D8 386
C09_C03_RT_68 81 6.23980460367396e-65 6.23980460367396e-65 1.44964945825366 E8 47
C09_C03_RT_93 451 0 0 Inf C7 448
C10_B02_RT_1 62 4.97164398047476e-82 1.98865759218991e-81 Inf B8 57
C10_B02_RT_13 156 4.0019317313141e-322 3.60173855818269e-321 Inf B7 151
C10_B02_RT_24 33 8.74388422204884e-37 8.74388422204884e-37 Inf B8 29
C10_B02_RT_25 39 3.23720315995936e-107 1.94232189597562e-106 Inf A8 35
C10_B02_RT_29 329 0 0 Inf A7 328
C10_B02_RT_3 65 2.90375600510779e-94 1.45187800255389e-93 Inf B8 62
C10_B02_RT_35 54 4.49817513098831e-72 1.34945253929649e-71 Inf B8 50
C10_B02_RT_36 100 1.48219693752374e-323 1.48219693752374e-322 Inf A8 95
C10_B02_RT_39 312 0 0 Inf A7 311
C10_B02_RT_48 191 0 0 Inf B7 186
C10_B02_RT_49 27 4.47898514808192e-52 8.95797029616385e-52 Inf A8 21
C10_B02_RT_62 70 1.59516330397063e-269 1.2761306431765e-268 Inf C8 67
C10_B02_RT_66 76 0 0 Inf E8 72
C10_B02_RT_76 390 0 0 Inf A7 387
C10_B02_RT_82 82 0 0 Inf D8 82
C10_B02_RT_85 126 6.66688947111278e-164 4.66682262977895e-163 Inf E7 121
C10_C03_RT_0 99 0 0 Inf B7 97
C10_C03_RT_25 144 1.22129611577948e-221 6.10648057889738e-221 Inf D8 140
C10_C03_RT_27 414 0 0 Inf F7 407
C10_C03_RT_28 750 0 0 636.130434782609 F7 747
C10_C03_RT_35 823 0 0 Inf D7 817
C10_C03_RT_43 512 4.30781921345603e-277 3.01547344941922e-276 1.10271375835578 E7 259
C10_C03_RT_49 10 2.00864612105238e-57 2.00864612105238e-57 5.38095238095238 A8 5
C10_C03_RT_50 296 1.18681922251752e-187 4.74727689007008e-187 Inf D7 294
C10_C03_RT_51 458 0 0 Inf C7 455
C10_C03_RT_57 19 5.26142203825441e-95 1.05228440765088e-94 Inf E8 18
C10_C03_RT_68 175 0 0 2.3390134529148 B7 121
C10_C03_RT_7 149 4.16564694766395e-241 2.49938816859837e-240 Inf D8 148
C10_C03_RT_75 451 0 0 10.5531984334204 E7 340
C10_C03_RT_84 29 0 0 Inf C8 26
C10_C03_RT_93 110 3.33256924170966e-175 9.99770772512897e-175 Inf D8 109
C10_C03_RT_95 1318 0 0 Inf C7 1313
C11_B02_RT_1 193 9.51356333824141e-307 1.14162760058897e-305 Inf E7 188
C11_B02_RT_14 36 0.936336634115334 0.936336634115334 Inf B8 34
C11_B02_RT_19 359 1.79519201982638e-180 8.9759600991319e-180 Inf F7 357
C11_B02_RT_2 34 3.04307541261369e-194 2.43446033009096e-193 Inf A8 27
C11_B02_RT_30 321 7.70593833835571e-162 2.31178150150671e-161 Inf F7 320
C11_B02_RT_35 213 2.53389196802914e-193 1.7737243776204e-192 Inf C7 208
C11_B02_RT_36 41 3.46907359148718e-189 2.08144415489231e-188 Inf E8 38
C11_B02_RT_41 348 1.08989062387498e-171 4.35956249549991e-171 Inf F7 344
C11_B02_RT_43 345 0 0 1.45845272206304 D8 208
C11_B02_RT_53 311 4.41589322881651e-265 4.85748255169817e-264 Inf D7 307
C11_B02_RT_55 165 5.75368624476023e-140 1.15073724895205e-139 Inf D7 164
C11_B02_RT_58 45 0 0 Inf A8 43
C11_B02_RT_61 808 0 0 3.11624212544508 D7 577
C11_B02_RT_77 288 2.76981494206488e-244 2.49283344785839e-243 Inf D7 284
C11_B02_RT_78 41 0 0 Inf B7 40
C11_B02_RT_83 397 0 0 317.540740740741 D7 394
C11_B02_RT_89 257 1.07380573928157e-246 1.07380573928157e-245 Inf C7 256
C11_B02_RT_95 52 0 0 Inf C8 48
C11_B03_RT_15 31 0 0 374.875 B8 29
C11_B03_RT_24 163 0 0 Inf A7 163
C11_B03_RT_37 33 1.89311429802168e-232 5.67934289406504e-232 Inf E8 30
C11_B03_RT_39 242 0 0 Inf A7 238
C11_B03_RT_4 126 0 0 Inf F7 119
C11_B03_RT_48 27 0 0 Inf B8 25
C11_B03_RT_50 25 8.36762338646506e-196 1.67352467729301e-195 Inf E8 24
C11_B03_RT_61 694 0 0 Inf F7 686
C11_B03_RT_66 54 0 0 38.7684630738523 B8 47
C11_B03_RT_72 216 0 0 Inf A7 215
C11_B03_RT_73 46 0 0 Inf A8 44
C11_B03_RT_77 79 0 0 Inf C8 77
C11_B03_RT_84 201 0 0 Inf B7 195
C11_B03_RT_88 22 4.71330470100287e-137 4.71330470100287e-137 69.7387387387387 E8 19
C11_C03_RT_1 51 7.69309650478387e-72 1.53861930095677e-71 Inf E8 43
C11_C03_RT_2 292 0 0 Inf D8 287
C11_C03_RT_26 121 0 0 Inf A8 110
C11_C03_RT_3 465 0 0 Inf C7 457
C11_C03_RT_4 376 0 0 Inf D8 373
C11_C03_RT_5 93 3.03983365585312e-293 2.73585029026781e-292 Inf C8 87
C11_C03_RT_55 284 2.54188527817949e-219 2.03350822254359e-218 Inf D7 281
C11_C03_RT_59 762 0 0 1.7684380980421 C7 448
C11_C03_RT_6 124 0 0 Inf B8 119
C11_C03_RT_60 4 1.79982254781373e-12 1.79982254781373e-12 17.0645161290323 A8 3
C11_C03_RT_61 739 0 0 4.09611538056638 E7 506
C11_C03_RT_67 54 8.16960315025361e-200 4.0848015751268e-199 Inf B8 52
C11_C03_RT_76 139 4.36220630967764e-213 3.05354441677435e-212 Inf E7 133
C11_C03_RT_82 317 7.24397120821461e-206 4.34638272492876e-205 6.80574734092181 A7 253
C11_C03_RT_83 241 4.94373373678424e-178 1.97749349471369e-177 Inf D7 235
C11_C03_RT_86 120 7.22509019997142e-107 2.16752705999143e-106 Inf A7 115
C11_C03_RT_94 118 0 0 Inf F7 117
C12_B02_RT_13 18 1.46077978587954e-255 1.31470180729158e-254 Inf A8 17
C12_B02_RT_16 113 5.46337951799685e-203 3.82436566259779e-202 Inf A7 113
C12_B02_RT_2 541 1.72230088736008e-225 1.37784070988806e-224 2.4015021741995 D7 321
C12_B02_RT_20 267 1.65806264740166e-141 8.29031323700828e-141 53.394422310757 F7 233
C12_B02_RT_27 96 5.41197906542517e-273 5.41197906542517e-272 2.72178988326848 B8 57
C12_B02_RT_36 212 5.14724744021006e-141 2.05889897608402e-140 Inf C7 211
C12_B02_RT_37 24 3.46125572644113e-11 3.46125572644113e-11 Inf C7 23
C12_B02_RT_4 42 7.43358669154486e-64 1.48671733830897e-63 Inf C8 40
C12_B02_RT_57 281 3.28289010540834e-186 1.96973406324501e-185 Inf C7 278
C12_B02_RT_76 130 0 0 Inf D8 128
C12_B02_RT_8 7 6.36118976329996e-108 1.90835692898999e-107 Inf A8 7
C12_B02_RT_84 297 0 0 Inf D7 297
C12_B03_RT_18 666 0 0 1.29892559493925 A7 348
C12_B03_RT_3 151 5.60980185222429e-140 5.60980185222429e-140 3.88467452588416 E8 109
